,,,,,,,,,,,,,,,,,
,#,अध्याय,नाम,श्लोक,खोज-शब्द,,,,,,,Ref,Link,श्रेणी,विषय,वक्ता,सारांश 
,223,5,कर्म संन्यास योग,19,नश्वर,विजय,वही,समभाव,सर्वशक्तिमान,पूर्वस्थापित,,5.19,223 5.19.mp4,4,समभाव,कृष्ण,समता से युक्त मन मर्त्यलोक को जीत लेता है और ब्रह्म में स्थित हो जाता है।
,224,5,कर्म संन्यास योग,20,तर्क,संदेह,प्रसन्न ,सुखद,चिन्तित,ज्ञाता,,5.20,224 5.20.mp4,3,बुद्धि,कृष्ण,"जो व्यक्ति तर्क और संदेह से रहित है, वह न तो प्रसन्न होता है और न ही विचलित होता है, वह शाश्वत जीवन जीता है।"
,225,5,कर्म संन्यास योग,21,जुड़ा,मस्तिष्क ,वस्तुओं,ध्यान,पहचान,परमानन्द ,,5.21,225 5.21.mp4,3,योग,कृष्ण,"इन्द्रिय-विषयों में आसक्त न होकर, सात्विक आनन्द प्राप्त करने वाला वह योगी शाश्वत आनन्द का आनन्द लेता है।"
,226,5,कर्म संन्यास योग,22,आनंद,चेतना ,कष्ट,कारण,ढंग,लिप्त,,5.22,226 5.22.mp4,4,चेतना,कृष्ण,"इन्द्रिय-सम्पर्क से उत्पन्न सुख दुःख लाते हैं, इसलिए बुद्धिमान पुरुष उनमें लिप्त नहीं होते।"
,227,5,कर्म संन्यास योग,23,सामना,जीवन ,आग्रह,क्रोध ,वासना,प्रसन्न ,,5.23,227 5.23.mp4,5,योग,कृष्ण,"जो काम और क्रोध की प्रबल इच्छा को रोक सकता है, वही योगी और सुखी है।"
,228,5,कर्म संन्यास योग,24,प्रसन्न ,मनोरंजन ,आनंद,प्रकाशित,प्रजापति,शांति,,5.24,228 5.24.mp4,3,योग,कृष्ण,"योगी प्रसन्न, आनंदित, प्रसन्न और आत्मप्रकाशित रहता है; इस प्रकार वह ब्रह्म और शांति को प्राप्त करता है।"
,229,5,कर्म संन्यास योग,25,संत,नष्ट ,पाप,सेवा,संदेह,अनुशासन,,5.25,229 5.25.mp4,4,भक्ति,कृष्ण,"पाप और संशय नष्ट हो चुके, मन अनुशासित, सेवा में सक्रिय रूप से संलग्न ऋषिगण"
,230,5,कर्म संन्यास योग,26,ढंग,मुक्त,वासना,क्रोध ,समझना,शांति,,5.26,230 5.26.mp4,5,भक्ति,कृष्ण,काम और क्रोध से मुक्त बुद्धिमान पुरुष मन को वश में करके परम शांति को प्राप्त करते हैं।
,231,5,कर्म संन्यास योग,27,विचारों,आनंद,बाहरी,विनियमित,साँस,,,5.27,231 5.27.mp4,3,योग,कृष्ण,"आनन्द के विचारों को बंद कर, दृष्टि को मध्य में स्थिर कर, श्वासों को नियंत्रित कर"
,232,5,कर्म संन्यास योग,28,चेतना ,बुद्धि,मस्तिष्क ,ध्येय,नियंत्रण,मुक्ति,,5.28,232 5.28.mp4,4,योग,कृष्ण,"इन्द्रियाँ, मन और बुद्धि पर नियंत्रण होने से मुक्त आत्मा इच्छा, भय, क्रोध से मुक्त हो जाती है।"
,233,5,कर्म संन्यास योग,29,स्वार्थरहित,वास्तविकता,मित्र,त्याग ,परम ,तपस्या,,5.29,233 5.29.mp4,5,परम,कृष्ण,"कृष्ण सभी यज्ञों और तपस्याओं के भोक्ता हैं, तथा सभी प्राणियों के निःस्वार्थ मित्र भी हैं।"
,234,6,आत्मसंयम योग,1,कर्तव्य,त्याग,सन्यासी,उम्मीद,फल,गतिविधि,,6.1,234 6.1.mp4,3,कर्तव्य,कृष्ण,"बिना फल की आशा किए कर्तव्य , न कि केवल अग्नि या कर्म का त्याग , योगी या सन्यासी है।"
,235,6,आत्मसंयम योग,2,संन्यास,योग,विचार,संसार,इच्छाएँ,,,6.2,235 6.2.mp4,3,योग,कृष्ण,सन्यासी वह योगी है जिसने सांसारिक इच्छाओं के विचारों को त्याग दिया है
,236,6,आत्मसंयम योग,3,उदासीनता,कर्म ,अनुपस्थिति,ध्येय,विचार,सौभाग्यपूर्ण,,6.3,236 6.3.mp4,4,योग,कृष्ण,योग में निष्काम कर्म और संसार के सभी विचारों का अभाव स्थापित होता है।
,237,6,आत्मसंयम योग,4,लगाव,रोकना,वस्तुओं,त्याग,इच्छाएँ,विचार,,6.4,237 6.4.mp4,3,योग,कृष्ण,"योगी इन्द्रिय विषयों या कर्मों के प्रति आसक्ति त्याग देता है, और कामनाओं के विचारों का त्याग कर देता है।"
,238,6,आत्मसंयम योग,5,उठाना,प्रयास,नीचा,मित्र,शत्रु,स्वयं,,6.5,238 6.5.mp4,5,बुद्धि,कृष्ण,"व्यक्ति को स्वयं को नीचा दिखाने के बजाय ऊपर उठाने का प्रयास चाहिए, क्योंकि स्वयं ही व्यक्ति का मित्र या शत्रु होता है।"
,239,6,आत्मसंयम योग,6,मित्र,जीतना,शत्रु,विरोधी,मस्तिष्क,चेतना ,,6.6,239 6.6.mp4,4,बुद्धि,कृष्ण,"यदि मन, इन्द्रियाँ और शरीर पर विजय प्राप्त कर ली जाए तो आत्मा मित्र है, अन्यथा शत्रु है।"
,240,6,आत्मसंयम योग,7,परम ,ज्ञान,नियंत्रण,विपरीत,निर्मल,आत्मा,,6.7,240 6.7.mp4,3,ज्ञान,कृष्ण,"आत्मसंयमी पुरुष के ज्ञान में परम आत्मा विद्यमान है, जो विपरीतताओं में भी शांत है।"
,241,6,आत्मसंयम योग,8,ज्ञान,प्रकट,चेतना,महारत,योगी,समझना,,6.8,241 6.8.mp4,5,योग,कृष्ण,"ईश्वर-साक्षात्कार प्राप्त आत्मा या योगी अविचलित रहता है, इन्द्रियों पर नियंत्रण रखता है, सब कुछ समान समझता है"
,242,6,आत्मसंयम योग,9,समभाव,परम,पापी,धार्मिक,तटस्थ,मध्यस्थ,,6.9,242 6.9.mp4,3,योग,कृष्ण,"मित्र, शत्रु, तटस्थ, मध्यस्थ, शत्रु, रिश्तेदार, पुण्यात्मा और पापी सभी एक जैसे दिखते हैं"
,243,6,आत्मसंयम योग,10,एकान्त,नियंत्रित,मुक्त,अधिकार ,इच्छाएँ,ध्यान,,6.10,243 6.10.mp4,3,योग,कृष्ण,"एकांत में नियंत्रित मन और इन्द्रियां, इच्छाओं और आधिपत्य से मुक्त, ध्यान में"
,244,6,आत्मसंयम योग,11,दृढ़ता,अशुद्धि,आसन,पवित्र,उच्च,कम,,6.11,244 6.11.mp4,4,योग,कृष्ण,"शुद्ध, पवित्र, न ऊँचे न नीचे स्थान पर कुश, मृगचर्म और वस्त्र से सुसज्जित दृढ़ आसन"
,245,6,आत्मसंयम योग,12,अभ्यास,अधिकार ,मस्तिष्क ,ध्यान,समारोह,शुद्धिकरण,,6.12,245 6.12.mp4,3,योग,कृष्ण,"उस आसन पर ध्यान केन्द्रित करें, मन और इन्द्रियों को वश में करें, आत्म-शुद्धि योग का अभ्यास करें"
,246,6,आत्मसंयम योग,13,सीधा,नियमित,अटल,दिशा,दृष्टि ,नाक,,6.13,246 6.13.mp4,3,योग,कृष्ण,"सीधी और स्थिर, दृढ़ और स्थिर दृष्टि नाक पर रखें, किसी अन्य दिशा में न देखें"
,247,6,आत्मसंयम योग,14,शुद्धता,निडर,अटल,संयम,शांत,जागृत ,,6.14,247 6.14.mp4,3,योग,कृष्ण,"पवित्रता में दृढ़, निर्भय, शांत, संयमित मन और परम में लीन"
,248,6,आत्मसंयम योग,15,स्थिर,अनुशासन,मस्तिष्क,चिरस्थायी,शांति,परमानन्द ,,6.15,248 6.15.mp4,4,शांति,कृष्ण,अनुशासित मन वाला योगी निरंतर मन को भगवान में लगाकर शाश्वत शांति प्राप्त करता है।
,249,6,आत्मसंयम योग,16,अतिभोज ,नींद,उपवास ,जागना,योग,,,6.16,249 6.16.mp4,4,योग,कृष्ण,"न तो अधिक खाएं, न ही पूरी तरह से उपवास करें, न ही बहुत अधिक सोएं, न ही लंबे समय तक जागते रहें"
,250,6,आत्मसंयम योग,17,पूरा ,विनियमित,आहार,मनोरंजन,कर्म ,नींद,,6.17,250 6.17.mp4,5,योग,कृष्ण,"योग उसी को प्राप्त होता है जो आहार, मनोरंजन, कर्म और निद्रा में संयमित रहता है।"
,251,6,आत्मसंयम योग,18,अनुशासन,केंद्र,मुक्त,तड़प,आनंद,स्थापित,,6.18,251 6.18.mp4,3,योग,कृष्ण,"परमात्मा पर केन्द्रित, लालसा से मुक्त अनुशासित मन योग में स्थित होता है।"
,252,6,आत्मसंयम योग,19,झिलमिलाहट,ज्योति ,निर्वात ,अनुशासित,मस्तिष्क ,मनन,,6.19,252 6.19.mp4,2,योग,कृष्ण,परम तत्व का ध्यान करने वाला योगी वायुहीन स्थान में अविचल ज्योति के समान है।
,253,6,आत्मसंयम योग,20,मातहत,अभ्यास,शांत,समझना,कारण,शुद्ध,,6.20,253 6.20.mp4,3,योग,कृष्ण,"योग से वश में किया हुआ मन शांत होता है, तर्क द्वारा सर्वशक्तिमान को अनुभव करता है, शुद्ध होता है और आनन्दित होता है।"
,254,6,आत्मसंयम योग,21,अनुभव,शाश्वत,शुद्ध ,बुद्धि ,आनंद,आभास,,6.21,254 6.21.mp4,2,मोक्ष,कृष्ण,अविचल योगी की आत्मा सूक्ष्म एवं शुद्ध बुद्धि के माध्यम से शाश्वत आनन्द का अनुभव करती है
,255,6,आत्मसंयम योग,22,मानना,पाना,महान ,स्थापित,हिल,दु:ख,,6.22,255 6.22.mp4,3,मोक्ष,कृष्ण,योगी इससे बड़ा कोई लाभ नहीं मानता और भारी से भारी दुःख से भी नहीं घबराता।
,256,6,आत्मसंयम योग,23,मुक्त,संपर्क,मस्तिष्क ,कठोरता ,अभ्यास,अथक,,6.23,256 6.23.mp4,4,योग,कृष्ण,योग दुःख के संपर्क से मुक्त है और इसका दृढ़तापूर्वक अभ्यास किया जाना चाहिए
,257,6,आत्मसंयम योग,24,त्याग,इच्छाएँ,विचार,लालसा,नियंत्रित,चेतना ,,6.24,257 6.24.mp4,3,योग,कृष्ण,"सांसारिक विचारों और तृष्णाओं से इच्छाओं का त्याग , सभी इन्द्रियों को संयमित "
,258,6,आत्मसंयम योग,25,क्रमिक,अभ्यास,कारण,शांति,नियंत्रण,दृढ़,,6.25,258 6.25.mp4,3,योग,कृष्ण,"क्रमिक अभ्यास से शांति प्राप्त करो, मन को परमात्मा पर स्थिर करो, दृढ़ रहो"
,259,6,आत्मसंयम योग,26,विचलित ,बेचैन,वस्तुओं,बार-बार,हल,सर्वशक्तिमान,,6.26,259 6.26.mp4,4,योग,कृष्ण,अशांत और बेचैन मन को वस्तुओं से हटाकर सर्वशक्तिमान पर केंद्रित करें
,260,6,आत्मसंयम योग,27,निर्मल,निर्दोष ,उग्रता ,पहचान,प्रजापति,प्रसन्नता ,,6.27,260 6.27.mp4,3,मोक्ष,कृष्ण,"शांत मन वाला, वश में किया हुआ, ब्रह्म से एकाकार, निष्पाप योगी सुख प्राप्त करता है।"
,261,6,आत्मसंयम योग,28,निर्दोष ,एकजुट,स्वयं ,निरंतर,शाश्वत,परमानन्द ,,6.28,261 6.28.mp4,3,मोक्ष,कृष्ण,निष्पाप योगी ब्रह्म के साथ एकता के शाश्वत आनन्द का आनन्द लेने के लिए परम पुरुष के साथ एक हो जाता है।
,262,6,आत्मसंयम योग,29,सर्वव्यापी,जुड़ा ,अनंत,उपस्थित,प्राणियों,स्वयं ,,6.29,262 6.29.mp4,4,समभाव,कृष्ण,परम पुरुष से एकाकार हुआ योगी सभी प्राणियों में समान रूप से विद्यमान आत्मा को देखता है।
,263,6,आत्मसंयम योग,30,सार्वभौमिक,स्वयं ,उपस्थित,प्राणियों,दृश्य,लुप्त ,,6.30,263 6.30.mp4,5,परम,कृष्ण,"जो सभी प्राणियों में परमात्मा को देखता है, वह कभी भी उससे दृष्टि नहीं हटाता और इसके विपरीत जो सभी प्राणियों में परमात्मा को देखता है, वह कभी भी उससे दृष्टि नहीं हटाता।"
,264,6,आत्मसंयम योग,31,स्थापित,मिलन,पूजा,आवास,पालन ​​​,स्वयं ,,6.31,264 6.31.mp4,5,भक्ति,कृष्ण,"योगी सबमें स्थित परम पुरुष से एकाकार होकर उसकी आराधना करता है, उसी में स्थित रहता है, सब कुछ करता है।"
,265,6,आत्मसंयम योग,32,समानता,एक,प्रसन्नता ,दु:ख,समान,उच्चतम,,6.32,265 6.32.mp4,4,समभाव,कृष्ण,"सर्वोच्च योगी सभी को अपने समान ही देखता है, दुःख और सुख को भी समान मानता है।"
,266,6,आत्मसंयम योग,33,विचलित ,मस्तिष्क ,समझना,स्थिरता,योग,समभाव,,6.33,266 6.33.mp4,3,समभाव,अर्जुन,मन की चंचलता के कारण समता में योग की स्थायी स्थिरता का अनुभव नहीं होता।
,267,6,आत्मसंयम योग,34,अस्थिर,मस्तिष्क ,उपद्रवी,दृढ़,शक्तिशाली ,नियंत्रण,,6.34,267 6.34.mp4,5,मस्तिष्क,अर्जुन,"मन को नियंत्रित कठिन है क्योंकि यह अस्थिर, अशांत, दृढ़ और शक्तिशाली है"
,268,6,आत्मसंयम योग,35,विचलित ,कठिन,नियंत्रण,अभ्यास,व्यायाम,विराग,,6.35,268 6.35.mp4,4,रणनीति,कृष्ण,"मन चंचल है और इसे नियंत्रित नहीं किया जा सकता, लेकिन वैराग्य के अभ्यास और अभ्यास से इसे नियंत्रित किया जा सकता है।"
,269,6,आत्मसंयम योग,36,योग,कठिन,मस्तिष्क ,नियंत्रण,अभ्यास,दृढ़-विश्वास,,6.36,269 6.36.mp4,4,योग,कृष्ण,"योग की प्राप्ति अभ्यास से होती है, जिसका मन वश में है, नियंत्रण में है और जो निरंतर प्रयास कर रहा है।"
,270,6,आत्मसंयम योग,37,आकांक्षी,सम्पन्न,आस्था,भटकाव ,असफल,पूर्णता,,6.37,270 6.37.mp4,3,योग,अर्जुन,"यद्यपि साधक योग से उत्पन्न श्रद्धा से संपन्न होता है, फिर भी वह योग में पूर्णता प्राप्त करने में असफल रहता है।"
,271,6,आत्मसंयम योग,38,भटका,पथ,खोया,वंचित,आनंद,आभास,,6.38,271 6.38.mp4,3,मोक्ष,अर्जुन,"मोक्ष के मार्ग से भटका हुआ व्यक्ति बिखरे हुए बादल की तरह खो जाता है, स्वर्गीय आनन्द से वंचित हो जाता है।"
,272,6,आत्मसंयम योग,39,योग्य ,काटना ,संदेह,पूर्णतः ,दूर,केवल,,6.39,272 6.39.mp4,2,परम,अर्जुन,केवल कृष्ण ही सभी संदेहों को दूर करने और उन्हें नष्ट करने में सक्षम हैं
,273,6,आत्मसंयम योग,40,गिरना,प्रयास ,स्वयं ,निष्पाप ,बुराई,भाग्य ,,6.40,273 6.40.mp4,3,मोक्ष,कृष्ण,"क्योंकि जो कोई भी आत्म-मुक्ति के लिए प्रयास करता है, उसका कभी भी बुरा भाग्य नहीं आता"
,274,6,आत्मसंयम योग,41,भटका,उच्च,संसार ,जन्म,धर्मनिष्ठ,अभिभावक,,6.41,274 6.41.mp4,3,पुनर्जन्म,कृष्ण,"योगभ्रष्ट मनुष्य स्वर्ग प्राप्त करता है, वहाँ अनेक वर्षों तक निवास करता है और पवित्र कुल में पुनर्जन्म लेता है।"
,275,6,आत्मसंयम योग,42,अधीन,कठिन,जन्म,विराग,परिवार,प्रबुद्ध,,6.42,275 6.42.mp4,4,पुनर्जन्म,कृष्ण,"वैराग्य से युक्त मनुष्य, ज्ञानी योगियों के कुल में दुर्लभ जन्म लेता है।"
,276,6,आत्मसंयम योग,43,सुप्तावस्था,प्रयास ,जन्म,स्वतः ,समझना,सम-विचारित,,6.43,276 6.43.mp4,4,पुनर्जन्म,कृष्ण,ऐसा मनुष्य अपने पूर्वजन्म की सदा-चित्तता की सुप्तावस्था को पुनः प्राप्त कर लेता है और अधिक परिश्रम करता है।
,277,6,आत्मसंयम योग,44,पूर्व,धर्मनिष्ठ,परिवार,प्रबोधन,चेतना ,पहुँचना,,6.44,277 6.44.mp4,3,पुनर्जन्म,कृष्ण,पवित्र परिवार में जन्म लेने वाला व्यक्ति ईश्वर की ओर आकर्षित होता है और योग पर ज्ञान प्राप्त चाहता है।
,278,6,आत्मसंयम योग,45,परिश्रमी,अभ्यास,जन्म,पूर्णता,स्वच्छ ,सुप्तावस्था,,6.45,278 6.45.mp4,4,ज्ञान,कृष्ण,"योगी इस जीवन में पापों का नाश करके, परिश्रमपूर्वक अभ्यास करके तथा सिद्धि प्राप्त करके परमपद को प्राप्त करता है।"
,279,6,आत्मसंयम योग,46,श्रेष्ठ ,तपस्वी,योगी,पवित्र,ध्येय ,अभिनय ,,6.46,279 6.46.mp4,5,परम,कृष्ण,"योगी तपस्वियों, उद्देश्यपूर्ण कर्म करने वालों और पवित्र विद्या में पारंगत लोगों के लिए श्रेष्ठ हैं।"
,280,6,आत्मसंयम योग,47,धार्मिक,पूजा,योगी,केंद्र,मस्तिष्क ,श्रेष्ठ,,6.47,280 6.47.mp4,3,भक्ति,कृष्ण,"जो व्यक्ति कृष्ण पर ध्यान केन्द्रित करके भक्तिपूर्वक पूजा करता है, वह सर्वश्रेष्ठ माना जाता है।"
,281,7,ज्ञानविज्ञान योग,1,अभ्यास,निरपेक्ष,योग,निर्भरता,संपूर्णता,गुण,,7.1,281 7.1.mp4,4,भक्ति,कृष्ण,मन को कृष्ण पर पूर्णतया समर्पित करके योग का अभ्यास करने से आप उन्हें सम्पूर्णता में जान जायेंगे।
,282,7,ज्ञानविज्ञान योग,2,बुद्धि,निरपेक्ष,पक्ष ,निराकार,योग्य,ज्ञान,,7.2,282 7.2.mp4,2,बुद्धि,कृष्ण,ईश्वर अपने योग्य पहलू के ज्ञान के साथ ज्ञान की सम्पूर्णता को प्रकट करेगा
,283,7,ज्ञानविज्ञान योग,3,प्रयास ,समझना,दुर्लभ,केवल,समर्पित,वास्तविकता,,7.3,283 7.3.mp4,3,फल,कृष्ण,दुर्लभ प्रयत्नशील योगी ही कृष्ण को यथार्थ रूप में जानते हैं
,284,7,ज्ञानविज्ञान योग,4,प्रकृति,विभाजित,आठ,गठित,भाग ,,,7.4,284 7.4.mp4,2,प्रकृति,कृष्ण,"पाँच तत्व, मन और अहंकार कृष्ण के स्वभाव का निर्माण करते हैं जो आठ भागों में विभाजित है"
,285,7,ज्ञानविज्ञान योग,5,सामग्री,प्रकृति,ब्रह्मांड,पालन ,जीवन ,उच्च,,7.5,285 7.5.mp4,2,प्रकृति,कृष्ण,"कृष्ण की निम्न प्रकृति (भौतिक) ब्रह्मांड को धारण करती है, इसे उच्च प्रकृति, जीव जानो।"
,286,7,ज्ञानविज्ञान योग,6,विकसित,प्रकृति,दोहरा,स्रोत,निर्माण,लुप्त ,,7.6,286 7.6.mp4,3,प्रकृति,कृष्ण,सभी प्राणी इस द्विविध प्रकृति से विकसित हुए हैं और बाद में इसी में विलीन हो जाते हैं।
,287,7,ज्ञानविज्ञान योग,7,कुछ नहीं,अतिरिक्त ,गुच्छे ,धागा,गाँठ ,ब्रह्मांड,,7.7,287 7.7.mp4,2,प्रकृति,कृष्ण,सारा ब्रह्माण्ड कृष्ण में पिरोया है
,288,7,ज्ञानविज्ञान योग,8,स्वाद,प्रकाश ,पवित्र,शब्दांश,ध्वनि ,वीरता ,,7.8,288 7.8.mp4,3,परम,कृष्ण,कृष्ण जल में स्फूर्ति हैं; सूर्य का प्रकाश: पवित्र अक्षर ॐ और पुरुषों का पुरुषत्व
,289,7,ज्ञानविज्ञान योग,9,शुद्ध,गंध,नियन्त्रण,चमक,जीवन ,तपस्या,,7.9,289 7.9.mp4,2,परम,कृष्ण,कृष्ण सर्वत्र हैं
,290,7,ज्ञानविज्ञान योग,10,शाश्वत,बीज,प्राणियों,बुद्धिमत्ता,वैभव,जानना,,7.10,290 7.10.mp4,3,परम,कृष्ण,बुद्धिमान और महिमावान ईश्वर को सभी प्राणियों का बीज जानो
,291,7,ज्ञानविज्ञान योग,11,शक्तिशाली ,मुक्त,उग्रता ,इच्छा,टकराव,,,7.11,291 7.11.mp4,2,परम,कृष्ण,"ईश्वर सर्वशक्तिमान है, वासना और इच्छा से मुक्त है और सद्गुणों के साथ संघर्ष नहीं करता"
,292,7,ज्ञानविज्ञान योग,12,इकाइयां,विकसित,वास्तविकता,सत्व,राजाओं,तमस,,7.12,292 7.12.mp4,3,परम,कृष्ण,"अन्य सत्ताएँ: सत्व, रज और तम; न तो उनमें ईश्वर विद्यमान है और न ही वे"
,293,7,ज्ञानविज्ञान योग,13,निर्माण,मोहित,वस्तुओं,पहचानना,प्रकृति,अविनाशी,,7.13,293 7.13.mp4,3,प्रकृति,कृष्ण,प्रकृति के पदार्थ सृष्टि को भ्रमित करते हैं; इसीलिए संसार ईश्वर को पहचानने में असफल रहता है।
,294,7,ज्ञानविज्ञान योग,14,माया,गुणों,कठिन,निरन्तर,पूजा,आश्चर्यजनक,,7.14,294 7.14.mp4,4,माया,कृष्ण,"जो लोग केवल ईश्वर की आराधना करते हैं, वे सबसे अद्भुत माया को पार कर जाते हैं।"
,295,7,ज्ञानविज्ञान योग,15,बुद्धि,माया,प्रकृति,आसुरी,मूर्ख,नीच,,7.15,295 7.15.mp4,4,माया,कृष्ण,"जो मूर्ख और बुरे कर्म करने वाले मनुष्य हैं, वे मेरी पूजा नहीं करते, जिनकी बुद्धि माया हर लेती है।"
,296,7,ज्ञानविज्ञान योग,16,भक्तों,महान,पूजा,अधिकार ,पीड़ित,साधक,,7.16,296 7.16.mp4,3,भक्ति,कृष्ण,चार प्रकार के भक्त श्रेष्ठ कर्मों से भगवान की आराधना करते हैं
,297,7,ज्ञानविज्ञान योग,17,स्थापित,अधीन,भक्ति,अत्यंत,प्रिय,ढंग,,7.17,297 7.17.mp4,4,भक्ति,कृष्ण,वह बुद्धिमान पुरुष श्रेष्ठ है जो मुझमें स्थित है और अनन्य भक्ति से युक्त है।
,298,7,ज्ञानविज्ञान योग,18,महान,प्रज्ञा ,भक्त,बुद्धि,अटल,लक्ष्य,,7.18,298 7.18.mp4,3,बुद्धि,कृष्ण,"बुद्धिमान मनुष्य स्वयं ईश्वर है, जिसका मन और बुद्धि ईश्वर में ही दृढ़तापूर्वक स्थित है।"
,299,7,ज्ञानविज्ञान योग,19,प्रबुद्ध,जन्म,पूजा,महान,आत्मा,दुर्लभ,,7.19,299 7.19.mp4,2,आत्मा,कृष्ण,"जो अंतिम जन्म में यह सब भगवान है, ऐसा समझकर मेरी भक्ति करता है, वह महान आत्मा है।"
,300,7,ज्ञानविज्ञान योग,20,बुद्धि,इच्छाएँ,प्रकृति,पूजा,देवताओं,अपनाना ,,7.20,300 7.20.mp4,2,पूजा,कृष्ण,विभिन्न इच्छाओं से प्रेरित बुद्धि अन्य देवताओं की पूजा की ओर ले जाती है
,301,7,ज्ञानविज्ञान योग,21,स्वर्गीय,आस्था,भक्त,इच्छा,पूजा,स्थिर,,7.21,301 7.21.mp4,3,पूजा,कृष्ण,भगवान उस भक्त के विश्वास को स्थिर करते हैं जो श्रद्धापूर्वक पूजा चुनता है
,302,7,ज्ञानविज्ञान योग,22,संपन्न,पूजा,देव,आनंद,संदेह,इच्छा,,7.22,302 7.22.mp4,4,पूजा,कृष्ण,"जो व्यक्ति किसी विशेष देवता की पूजा करता है, वह अपनी सभी मनोकामनाएं पूरी करता है, जैसा कि मैंने वास्तव में आदेश दिया है।"
,303,7,ज्ञानविज्ञान योग,23,फल,बुद्धि,भक्त,नाशवान ,छोटा,अंततः,,7.23,303 7.23.mp4,3,फल,कृष्ण,"अल्प बुद्धि से प्राप्त फल नाशवान है, कृष्ण-उपासक उन्हीं के पास आते हैं।"
,304,7,ज्ञानविज्ञान योग,24,अनजान,परम,आत्मा,अदम्य ,सीमित,अविनाशी,,7.24,304 7.24.mp4,5,परम,कृष्ण,"उनके परम स्वरूप को न जानते हुए, अज्ञानी लोग उन्हें जन्म से प्रकट होने वाला एक सीमित मानव मानते हैं"
,305,7,ज्ञानविज्ञान योग,25,छुपाया ,शक्ति,दिव्य,प्रकट ,अनजान,पहचानना,,7.25,305 7.25.mp4,3,परम,कृष्ण,"सभी के लिए प्रकट न होने के कारण, अज्ञानी लोग उस अजन्मा और अविनाशी परम पुरुष को पहचानने में असफल रहते हैं।"
,306,7,ज्ञानविज्ञान योग,26,जानना,प्राणियों,व्यतीत ,रहित,आस्था,भक्ति,,7.26,306 7.26.mp4,3,ज्ञान,कृष्ण,"कृष्ण सभी प्राणियों को जानते हैं, लेकिन उन्हें कोई नहीं जानता"
,307,7,ज्ञानविज्ञान योग,27,माया,विपरीत,जोड़े,घृणा,इच्छा,आसक्ति,,7.27,307 7.27.mp4,3,इच्छाएँ,कृष्ण,सभी जीव मोह के शिकार हैं
,308,7,ज्ञानविज्ञान योग,28,धार्मिक,माया,मुक्त,विपरीत,पूजा,संकल्प,,7.28,308 7.28.mp4,3,माया,कृष्ण,"पुण्य कर्म करने वाले मनुष्य जिनके पाप समाप्त हो गए हैं, वे दृढ़ निश्चय के साथ भगवान की आराधना करते हैं"
,309,7,ज्ञानविज्ञान योग,29,शरण,मृत्यु ,प्रयास ,मुक्ति,अध्यात्म,कर्म,,7.29,309 7.29.mp4,4,परम,कृष्ण,"कृष्ण का शरणागत वृद्धावस्था और मृत्यु का प्रयत्न करता है, ब्रह्म, अध्यात्म और कर्म को जानता है।"
,310,7,ज्ञानविज्ञान योग,30,अभिन्न,विषय ,प्रजापति,देवत्व,दृढ़,मृत्यु ,,7.30,310 7.30.mp4,4,आध्यात्मिकता,कृष्ण,"जो लोग कृष्ण के अभिन्न स्वरूप को जानते हैं, वे मृत्यु के समय भी उन्हें जानते हैं।"
,311,8,अक्षरब्रह्म योग,1,निरपेक्ष,आत्मा,कर्म,पदार्थ ,अधिदैव,,,8.1,311 8.1.mp4,2,आध्यात्मिकता,अर्जुन,अध्यात्म क्या है?
,312,8,अक्षरब्रह्म योग,2,अधियज्ञ,समझना,मृत्यु ,दृढ़,मस्तिष्क,,,8.2,312 8.2.mp4,3,आध्यात्मिकता,अर्जुन,"अधियज्ञ कौन है, और दृढ़ मन वाला व्यक्ति मृत्यु के समय ईश्वर को कैसे प्राप्त कर सकता है?"
,313,8,अक्षरब्रह्म योग,3,परम,आत्मा,आत्मा,अक्षय,कर्म,अस्तित्व,,8.3,313 8.3.mp4,4,आध्यात्मिकता,कृष्ण,परम अविनाशी ब्रह्म है
,314,8,अक्षरब्रह्म योग,4,नाशवान ,वस्तुओं,प्रजापति,साक्षी,शरीर,,,8.4,314 8.4.mp4,3,आध्यात्मिकता,कृष्ण,आंतरिक साक्षी के रूप में स्थित कृष्ण स्वयं अधियज्ञ हैं। नाशवान अधिभूत हैं; चमकता हुआ पुरुष अधिदैव है
,315,8,अक्षरब्रह्म योग,5,प्रस्थान,शरीर,मृत्यु,प्राप्त,संदेह,,,8.5,315 8.5.mp4,4,आध्यात्मिकता,कृष्ण,"जो मृत्यु के समय भी कृष्ण का चिंतन करता है, वह कृष्ण गति को प्राप्त होता है।"
,316,8,अक्षरब्रह्म योग,6,इकाई,शरीर,मृत्यु,अवशोषित,सोचा,प्राप्त,,8.6,316 8.6.mp4,2,आध्यात्मिकता,कृष्ण,"मृत्यु के समय जो प्राप्त होता है, उसे अपने विचार में लीन कर लेता है"
,317,8,अक्षरब्रह्म योग,7,सोचना,युद्ध,कारण,निस्संदेह,मस्तिष्क,,,8.7,317 8.7.mp4,2,फ़ैसला,कृष्ण,"मन और बुद्धि को किशन पर केन्द्रित करके, तुम निस्संदेह उसके पास आओगे"
,318,8,अक्षरब्रह्म योग,8,अनुशासन,मस्तिष्क,सोचना,चिंतन,योग,स्थिर,,8.8,318 8.8.mp4,3,अनुशासन,कृष्ण,"मन को संयमित करके, निरन्तर भगवान् में लगे रहने वाला, परम तेजोमय, दिव्य पुरुष को प्राप्त करता है।"
